order_id,order_date,region,city,category,product,quantity,unit_price,amount,customer
ORD20240307,2024-08-14,华中,郑州,电子产品,手机,17,3545.05,60265.85,李四
ORD20240214,2024-08-15,西南,成都,家具,书柜,8,621.16,4969.28,上海智远
ORD20240477,2024-08-16,华南,广州,办公用品,打印纸,11,37.25,409.75,张三
ORD20240308,2024-08-16,华北,石家庄,办公用品,订书机,17,22.95,390.15,广州盛达
ORD20240318,2024-08-16,华东,杭州,电子产品,笔记本电脑,2,5060.99,10121.98,上海智远
ORD20240239,2024-08-16,华中,郑州,家具,人体工学椅,12,1556.93,18683.16,张三
ORD20240353,2024-08-18,华中,郑州,家具,书柜,9,543.56,4892.04,吴十
ORD20240263,2024-08-18,华中,武汉,家具,人体工学椅,9,1489.94,13409.46,赵六
ORD20240448,2024-08-18,华北,北京,办公用品,打印纸,6,32.59,195.54,吴十
ORD20240108,2024-08-18,西南,昆明,办公用品,签字笔,13,5.28,68.64,吴十
ORD20240073,2024-08-18,华中,长沙,办公用品,订书机,16,26.99,431.84,钱七
ORD20240168,2024-08-19,华东,苏州,家具,书柜,4,601.59,2406.36,北京华信
ORD20240402,2024-08-19,西南,重庆,电子产品,平板,13,2666.46,34663.98,李四
ORD20240449,2024-08-19,华南,深圳,电子产品,平板,7,2841.61,19891.27,钱七
ORD20240025,2024-08-19,华南,深圳,办公用品,文件夹,17,11.85,201.45,李四
ORD20240082,2024-08-20,西南,成都,电子产品,平板,7,2537.13,17759.91,孙八
ORD20240403,2024-08-20,华东,苏州,办公用品,文件夹,12,12.47,149.64,吴十
ORD20240439,2024-08-21,华东,苏州,家具,书柜,18,579.28,10427.04,张三
ORD20240384,2024-08-22,华东,上海,办公用品,签字笔,7,4.87,34.09,李四
ORD20240232,2024-08-22,西南,昆明,家具,人体工学椅,3,1593.45,4780.35,张三
ORD20240497,2024-08-22,华中,长沙,办公用品,文件夹,17,12.86,218.62,杭州锐意
ORD20240225,2024-08-22,华东,上海,电子产品,显示器,20,1233.35,24667.0,李四
ORD20240006,2024-08-23,西南,成都,家具,书柜,2,612.45,1224.9,北京华信
ORD20240193,2024-08-23,西南,成都,家具,人体工学椅,20,1590.4,31808.0,杭州锐意
ORD20240142,2024-08-23,华北,天津,办公用品,签字笔,9,4.73,42.57,钱七
ORD20240316,2024-08-23,华中,长沙,办公用品,订书机,8,26.62,212.96,孙八
ORD20240032,2024-08-24,华北,石家庄,家具,人体工学椅,9,1476.56,13289.04,赵六
ORD20240375,2024-08-25,华中,郑州,办公用品,签字笔,13,4.95,64.35,广州盛达
ORD20240440,2024-08-25,华南,广州,家具,书柜,8,628.75,5030.0,孙八
ORD20240315,2024-08-25,华北,石家庄,电子产品,笔记本电脑,10,5781.8,57818.0,深圳云端
ORD20240017,2024-08-27,华北,石家庄,家具,办公桌,20,781.56,15631.2,北京华信
ORD20240083,2024-08-28,华南,深圳,家具,沙发,3,2851.36,8554.08,张三
ORD20240199,2024-08-28,华中,长沙,办公用品,文件夹,3,11.16,33.48,吴十
ORD20240215,2024-08-28,华南,厦门,家具,人体工学椅,10,1510.2,15102.0,杭州锐意
ORD20240055,2024-08-28,华北,天津,电子产品,笔记本电脑,2,5370.8,10741.6,赵六
ORD20240488,2024-08-29,华南,广州,家具,办公桌,13,769.34,10001.42,吴十
ORD20240304,2024-08-29,西南,成都,家具,书柜,18,589.9,10618.2,广州盛达
ORD20240066,2024-08-30,华南,深圳,家具,沙发,17,3105.38,52791.46,广州盛达
ORD20240324,2024-08-30,西南,重庆,电子产品,平板,18,2535.76,45643.68,赵六
ORD20240291,2024-09-01,华北,北京,办公用品,签字笔,16,4.91,78.56,深圳云端
ORD20240299,2024-09-01,华南,广州,家具,办公桌,5,749.56,3747.8,孙八
ORD20240461,2024-09-02,华中,武汉,办公用品,打印纸,12,38.43,461.16,北京华信
ORD20240251,2024-09-02,西南,昆明,电子产品,笔记本电脑,13,5022.32,65290.16,北京华信
ORD20240278,2024-09-02,华南,厦门,办公用品,签字笔,19,5.22,99.18,王五
ORD20240376,2024-09-04,华中,郑州,办公用品,签字笔,1,4.84,4.84,李四
ORD20240340,2024-09-04,华中,长沙,家具,办公桌,20,818.85,16377.0,深圳云端
ORD20240092,2024-09-04,西南,成都,办公用品,文件夹,18,12.28,221.04,吴十
ORD20240390,2024-09-05,华北,天津,家具,办公桌,1,858.48,858.48,王五
ORD20240096,2024-09-07,华中,武汉,办公用品,签字笔,14,4.59,64.26,北京华信
ORD20240467,2024-09-09,华南,厦门,办公用品,签字笔,7,5.06,35.42,北京华信
ORD20240479,2024-09-09,西南,重庆,办公用品,订书机,14,27.35,382.9,周九
ORD20240267,2024-09-10,华北,北京,办公用品,文件夹,10,10.92,109.2,上海智远
ORD20240133,2024-09-10,华南,厦门,家具,沙发,5,2931.65,14658.25,张三
ORD20240265,2024-09-12,华北,天津,办公用品,文件夹,6,11.26,67.56,北京华信
ORD20240346,2024-09-12,西南,成都,办公用品,打印纸,3,36.42,109.26,杭州锐意
ORD20240351,2024-09-13,华中,长沙,家具,人体工学椅,3,1587.15,4761.45,成都天启
ORD20240220,2024-09-14,华北,天津,家具,办公桌,13,786.38,10222.94,孙八
ORD20240266,2024-09-15,西南,重庆,家具,沙发,13,2713.91,35280.83,吴十
ORD20240047,2024-09-15,华南,厦门,电子产品,平板,9,2445.87,22012.83,吴十
ORD20240062,2024-09-16,华中,长沙,办公用品,打印纸,10,36.54,365.4,钱七
ORD20240371,2024-09-16,西南,成都,家具,沙发,18,3049.35,54888.3,杭州锐意
ORD20240275,2024-09-17,西南,昆明,办公用品,文件夹,17,12.22,207.74,北京华信
ORD20240127,2024-09-17,华东,苏州,电子产品,手机,10,3798.77,37987.7,成都天启
ORD20240332,2024-09-19,华南,深圳,家具,书柜,12,577.01,6924.12,吴十
ORD20240122,2024-09-20,华东,南京,家具,书柜,13,553.91,7200.83,杭州锐意
ORD20240380,2024-09-21,华南,厦门,电子产品,手机,8,4126.74,33013.92,王五
ORD20240273,2024-09-22,华东,上海,电子产品,手机,16,3962.33,63397.28,吴十
ORD20240412,2024-09-22,华东,杭州,家具,办公桌,8,741.23,5929.84,深圳云端
ORD20240431,2024-09-24,华北,石家庄,电子产品,手机,12,3797.27,45567.24,北京华信
ORD20240323,2024-09-25,西南,昆明,家具,办公桌,13,875.57,11382.41,孙八
ORD20240282,2024-09-26,华中,武汉,办公用品,文件夹,16,13.2,211.2,周九
ORD20240167,2024-09-26,华东,杭州,家具,办公桌,14,740.28,10363.92,李四
ORD20240140,2024-09-28,华东,南京,家具,书柜,8,591.68,4733.44,周九
ORD20240150,2024-09-28,西南,成都,电子产品,手机,12,4017.75,48213.0,北京华信
ORD20240463,2024-09-28,华中,武汉,电子产品,平板,16,2370.47,37927.52,孙八
ORD20240190,2024-09-29,华东,上海,家具,沙发,13,2805.42,36470.46,成都天启
ORD20240319,2024-10-03,华东,杭州,办公用品,打印纸,8,34.32,315.74,赵六
ORD20240491,2024-10-04,华东,杭州,办公用品,打印纸,12,32.1,442.98,周九
ORD20240394,2024-10-05,西南,昆明,办公用品,打印纸,9,35.51,367.53,杭州锐意
ORD20240044,2024-10-05,华南,广州,电子产品,平板,15,2488.19,42921.28,成都天启
ORD20240131,2024-10-05,西南,成都,家具,沙发,18,2907.07,60176.35,周九
ORD20240348,2024-10-05,华中,长沙,家具,办公桌,9,867.87,8982.45,上海智远
ORD20240050,2024-10-06,华中,武汉,电子产品,笔记本电脑,5,5989.56,34439.97,张三
ORD20240023,2024-10-08,西南,成都,办公用品,签字笔,16,4.63,85.19,王五
ORD20240270,2024-10-08,华南,厦门,家具,办公桌,15,781.82,13486.39,钱七
ORD20240052,2024-10-13,华东,南京,电子产品,手机,12,3926.87,54190.81,杭州锐意
ORD20240285,2024-10-13,华北,石家庄,办公用品,订书机,12,24.09,332.44,广州盛达
ORD20240309,2024-10-13,华东,苏州,电子产品,显示器,2,1189.63,2736.15,吴十
ORD20240325,2024-10-14,华北,天津,办公用品,签字笔,2,5.31,12.21,周九
ORD20240177,2024-10-14,华东,南京,电子产品,笔记本电脑,18,5595.11,115818.78,孙八
ORD20240269,2024-10-14,华南,深圳,家具,办公桌,19,784.09,17132.37,赵六
ORD20240393,2024-10-16,华南,广州,办公用品,文件夹,15,11.2,193.2,成都天启
ORD20240406,2024-10-16,华南,深圳,家具,书柜,5,605.68,3482.66,杭州锐意
ORD20240184,2024-10-17,西南,重庆,家具,人体工学椅,11,1461.02,18481.9,上海智远
ORD20240398,2024-10-18,华北,石家庄,电子产品,手机,2,4038.28,9288.04,孙八
ORD20240028,2024-10-19,华中,武汉,家具,沙发,5,2828.54,16264.1,上海智远
ORD20240227,2024-10-19,华北,天津,家具,办公桌,8,818.37,7529.0,周九
ORD20240250,2024-10-20,华北,北京,电子产品,显示器,18,1086.31,22486.62,孙八
ORD20240180,2024-10-20,华东,南京,办公用品,文件夹,9,11.08,114.68,赵六
ORD20240087,2024-10-21,华东,杭州,家具,办公桌,10,812.59,9344.78,深圳云端
ORD20240130,2024-10-23,华中,长沙,电子产品,平板,19,2717.55,59378.47,深圳云端
ORD20240328,2024-10-27,西南,昆明,办公用品,打印纸,7,37.62,302.84,成都天启
ORD20240143,2024-10-27,华东,苏州,家具,人体工学椅,12,1372.16,18935.81,钱七
ORD20240117,2024-10-27,华南,厦门,家具,办公桌,19,734.61,16051.23,张三
ORD20240471,2024-10-27,华中,长沙,电子产品,平板,13,2706.36,40460.08,李四
ORD20240166,2024-10-28,华东,杭州,电子产品,平板,8,2750.79,25307.27,孙八
ORD20240498,2024-10-28,华东,苏州,电子产品,显示器,19,1115.91,24382.63,上海智远
ORD20240367,2024-10-30,华南,深圳,家具,办公桌,7,869.13,6996.5,北京华信
ORD20240372,2024-10-31,西南,昆明,电子产品,平板,18,2704.85,55990.39,深圳云端
ORD20240277,2024-11-01,华东,苏州,办公用品,文件夹,1,12.71,14.62,吴十
ORD20240188,2024-11-02,华中,长沙,办公用品,文件夹,13,10.91,163.1,张三
ORD20240468,2024-11-04,华南,广州,家具,办公桌,8,734.44,6756.85,赵六
ORD20240257,2024-11-05,华东,杭州,办公用品,签字笔,20,4.67,107.41,孙八
ORD20240086,2024-11-06,华中,武汉,家具,书柜,6,632.03,4361.01,上海智远
ORD20240261,2024-11-06,华北,天津,家具,沙发,11,2978.67,37680.18,王五
ORD20240065,2024-11-06,华东,南京,家具,人体工学椅,19,1478.97,32315.49,深圳云端
ORD20240241,2024-11-07,西南,重庆,办公用品,签字笔,5,5.45,31.34,深圳云端
ORD20240010,2024-11-07,华南,广州,办公用品,文件夹,3,12.48,43.06,深圳云端
ORD20240020,2024-11-07,华北,石家庄,电子产品,平板,17,2777.67,54303.45,赵六
ORD20240109,2024-11-08,华南,厦门,家具,书柜,2,608.24,1398.95,成都天启
ORD20240283,2024-11-08,华南,广州,家具,书柜,9,605.55,6267.44,吴十
ORD20240072,2024-11-09,华北,天津,办公用品,文件夹,15,13.08,225.63,杭州锐意
ORD20240256,2024-11-10,华东,南京,电子产品,平板,10,2405.09,27658.53,北京华信
ORD20240386,2024-11-10,华东,南京,家具,沙发,10,3070.42,35309.83,上海智远
ORD20240317,2024-11-10,华北,天津,电子产品,笔记本电脑,14,4985.44,80265.58,广州盛达
ORD20240137,2024-11-12,华中,长沙,家具,沙发,2,3223.43,7413.89,李四
ORD20240123,2024-11-14,华东,苏州,家具,办公桌,12,750.01,10350.14,广州盛达
ORD20240362,2024-11-16,华南,深圳,电子产品,平板,8,2470.88,22732.1,吴十
ORD20240106,2024-11-18,西南,成都,电子产品,显示器,19,1198.02,26176.74,深圳云端
ORD20240397,2024-11-19,华东,杭州,电子产品,平板,20,2787.75,64118.25,周九
ORD20240171,2024-11-20,华南,厦门,电子产品,笔记本电脑,20,5088.81,117042.63,上海智远
ORD20240404,2024-11-21,华南,厦门,电子产品,笔记本电脑,15,5754.03,99257.02,深圳云端
ORD20240253,2024-11-23,西南,重庆,办公用品,文件夹,18,11.11,229.98,上海智远
ORD20240472,2024-11-23,华南,深圳,家具,人体工学椅,14,1642.76,26448.44,吴十
ORD20240252,2024-11-24,西南,重庆,办公用品,打印纸,11,32.38,409.61,李四
ORD20240312,2024-11-24,西南,成都,家具,沙发,5,2807.99,16145.94,成都天启
ORD20240415,2024-11-24,华南,深圳,电子产品,显示器,5,1265.63,7277.37,深圳云端
ORD20240198,2024-11-25,西南,重庆,办公用品,订书机,19,25.91,566.13,深圳云端
ORD20240231,2024-11-25,华东,南京,电子产品,笔记本电脑,11,5337.53,67519.75,王五
ORD20240201,2024-11-26,西南,成都,电子产品,平板,3,2772.48,9565.06,杭州锐意
ORD20240421,2024-11-26,华北,石家庄,办公用品,签字笔,10,5.25,60.37,张三
ORD20240455,2024-11-26,华东,南京,电子产品,笔记本电脑,7,6046.88,48677.38,吴十
ORD20240155,2024-11-27,华北,天津,电子产品,平板,8,2815.93,25906.56,李四
ORD20240480,2024-11-29,华南,厦门,家具,办公桌,19,852.61,18629.53,广州盛达
ORD20240202,2024-11-29,华东,苏州,家具,办公桌,19,791.96,17304.33,赵六
ORD20240292,2024-11-29,华北,天津,家具,书柜,3,617.51,2130.41,上海智远
ORD20240364,2024-11-29,华南,厦门,家具,书柜,14,592.83,9544.56,上海智远
ORD20240483,2024-11-30,华东,上海,家具,沙发,14,3122.7,50275.47,王五
ORD20240173,2024-12-01,华中,郑州,家具,办公桌,4,846.9,3895.74,深圳云端
ORD20240040,2024-12-02,华中,武汉,办公用品,打印纸,14,35.84,577.02,上海智远
ORD20240442,2024-12-02,华中,长沙,办公用品,打印纸,1,38.16,43.88,周九
ORD20240420,2024-12-03,华中,郑州,办公用品,文件夹,1,12.67,14.57,钱七
ORD20240029,2024-12-03,西南,成都,家具,沙发,4,2814.25,12945.55,周九
ORD20240321,2024-12-04,华中,郑州,家具,人体工学椅,5,1440.53,8283.05,北京华信
ORD20240354,2024-12-04,华北,天津,办公用品,订书机,19,24.66,538.82,周九
ORD20240113,2024-12-04,西南,成都,办公用品,签字笔,19,5.42,118.43,广州盛达
ORD20240165,2024-12-04,华北,北京,办公用品,文件夹,4,12.72,58.51,杭州锐意
ORD20240061,2024-12-06,西南,成都,办公用品,签字笔,3,4.86,16.77,孙八
ORD20240175,2024-12-06,西南,重庆,家具,办公桌,11,770.01,9740.63,钱七
ORD20240085,2024-12-08,华北,北京,办公用品,签字笔,16,4.74,87.22,李四
ORD20240338,2024-12-08,华中,长沙,电子产品,笔记本电脑,3,5526.34,19065.87,张三
ORD20240369,2024-12-10,西南,重庆,办公用品,打印纸,14,37.23,599.4,吴十
ORD20240030,2024-12-10,华南,深圳,家具,沙发,2,3218.3,7402.09,深圳云端
ORD20240136,2024-12-11,华南,深圳,办公用品,订书机,11,25.75,325.74,杭州锐意
ORD20240185,2024-12-11,华东,上海,电子产品,手机,2,3993.37,9184.75,李四
ORD20240152,2024-12-12,华东,苏州,电子产品,手机,8,3993.16,36737.07,成都天启
ORD20240187,2024-12-13,华北,石家庄,电子产品,平板,10,2563.56,29480.94,深圳云端
ORD20240457,2024-12-15,华中,长沙,办公用品,订书机,13,24.98,373.45,周九
ORD20240146,2024-12-17,华南,广州,办公用品,订书机,19,23.87,521.56,广州盛达
ORD20240417,2024-12-17,华北,石家庄,办公用品,签字笔,20,5.42,124.66,吴十
ORD20240111,2024-12-18,华北,石家庄,电子产品,手机,15,3422.03,59030.02,上海智远
ORD20240115,2024-12-18,华东,杭州,家具,书柜,15,592.7,10224.07,钱七
ORD20240260,2024-12-18,华南,深圳,电子产品,显示器,3,1151.38,3972.26,张三
ORD20240024,2024-12-19,华南,厦门,办公用品,订书机,18,27.32,565.52,赵六
ORD20240301,2024-12-20,华中,郑州,办公用品,打印纸,12,33.33,459.95,赵六
ORD20240246,2024-12-21,华南,厦门,家具,人体工学椅,10,1648.91,18962.46,吴十
ORD20240413,2024-12-21,西南,成都,电子产品,平板,14,2764.9,44514.89,王五
ORD20240222,2024-12-22,华南,广州,电子产品,笔记本电脑,16,5265.57,96886.49,杭州锐意
ORD20240344,2024-12-22,西南,成都,家具,沙发,8,2975.4,27373.68,赵六
ORD20240004,2024-12-23,西南,昆明,家具,办公桌,6,841.41,5805.73,周九
ORD20240095,2024-12-25,西南,成都,家具,书柜,20,580.84,13359.32,钱七
ORD20240474,2024-12-25,华南,厦门,办公用品,文件夹,1,11.11,12.78,上海智远
ORD20240112,2024-12-25,西南,重庆,电子产品,手机,10,3638.96,41848.04,杭州锐意
ORD20240302,2024-12-26,华东,上海,家具,书柜,17,559.17,10931.77,广州盛达
ORD20240411,2024-12-26,华南,厦门,办公用品,签字笔,3,4.93,17.01,李四
ORD20240466,2024-12-26,华中,长沙,办公用品,文件夹,1,12.99,14.94,成都天启
ORD20240450,2024-12-26,西南,重庆,电子产品,笔记本电脑,10,5123.38,58918.87,成都天启
ORD20240281,2024-12-27,华北,天津,办公用品,订书机,2,26.86,61.78,王五
ORD20240049,2024-12-27,华北,石家庄,家具,人体工学椅,18,1572.37,32548.06,周九
ORD20240368,2024-12-28,华北,石家庄,办公用品,打印纸,15,38.17,658.43,赵六
ORD20240091,2024-12-28,西南,重庆,电子产品,显示器,15,1310.59,22607.68,王五
ORD20240433,2024-12-30,华东,南京,家具,书柜,9,602.86,6239.6,上海智远
ORD20240493,2024-12-31,西南,昆明,电子产品,显示器,13,1151.72,17218.21,张三
